Scorecard,Team 1,Team 2,Winner,Margin,Ground,Match Date
ODI # 1000,England,West Indies,West Indies,5 wickets,Nottingham,"May 24-25, 1995"
ODI # 1001,England,West Indies,England,25 runs,The Oval,"May 26, 1995"
ODI # 1002,England,West Indies,England,73 runs,Lord's,"May 28, 1995"
ODI # 1003,Pakistan,Sri Lanka,Pakistan,9 wickets,Gujranwala,"Sep 29, 1995"
ODI # 1004,Pakistan,Sri Lanka,Sri Lanka,49 runs,Faisalabad,"Oct 1, 1995"
ODI # 1005,Pakistan,Sri Lanka,Sri Lanka,4 wickets,Rawalpindi,"Oct 3, 1995"
ODI # 1006,Sri Lanka,West Indies,Sri Lanka,6 runs,Sharjah,"Oct 11, 1995"
ODI # 1007,Pakistan,Sri Lanka,Pakistan,82 runs,Sharjah,"Oct 12, 1995"
ODI # 1008,Pakistan,West Indies,Pakistan,15 runs,Sharjah,"Oct 13, 1995"
ODI # 1009,Pakistan,West Indies,West Indies,4 wickets,Sharjah,"Oct 15, 1995"
ODI # 1010,Sri Lanka,West Indies,West Indies,4 runs,Sharjah,"Oct 16, 1995"
ODI # 1011,Pakistan,Sri Lanka,Sri Lanka,8 wickets,Sharjah,"Oct 17, 1995"
ODI # 1012,Sri Lanka,West Indies,Sri Lanka,50 runs,Sharjah,"Oct 20, 1995"
ODI # 1013,Zimbabwe,South Africa,South Africa,134 runs,Harare,"Oct 21, 1995"
ODI # 1014,Zimbabwe,South Africa,South Africa,112 runs,Harare,"Oct 22, 1995"
ODI # 1015,India,New Zealand,New Zealand,8 wickets,Jamshedpur,"Nov 15, 1995"
ODI # 1016,India,New Zealand,India,6 wickets,Amritsar,"Nov 18, 1995"
ODI # 1017,India,New Zealand,India,5 wickets,Pune,"Nov 24, 1995"
ODI # 1018,India,New Zealand,New Zealand,99 runs,Nagpur,"Nov 26, 1995"
ODI # 1019,India,New Zealand,India,6 wickets,Mumbai (BS),"Nov 29, 1995"
ODI # 1020,New Zealand,Pakistan,Pakistan,20 runs,Dunedin,"Dec 15, 1995"
ODI # 1021,Sri Lanka,West Indies,Sri Lanka,4 wickets,Adelaide,"Dec 15, 1995"
ODI # 1022,New Zealand,Pakistan,New Zealand,1 wicket,Christchurch,"Dec 17, 1995"
ODI # 1023,Australia,West Indies,Australia,121 runs,Adelaide,"Dec 17, 1995"
ODI # 1024,Australia,West Indies,Australia,24 runs,Melbourne,"Dec 19, 1995"
ODI # 1025,New Zealand,Pakistan,Pakistan,54 runs,Wellington,"Dec 20, 1995"
ODI # 1026,Australia,Sri Lanka,Australia,5 wickets,Sydney,"Dec 21, 1995"
ODI # 1027,New Zealand,Pakistan,New Zealand,32 runs,Auckland,"Dec 23, 1995"
ODI # 1028,Australia,West Indies,Australia,1 wicket,Sydney,"Jan 1, 1996"
ODI # 1029,Sri Lanka,West Indies,West Indies,70 runs,Hobart,"Jan 3, 1996"
ODI # 1030,Sri Lanka,West Indies,West Indies,7 wickets,Brisbane,"Jan 5, 1996"
ODI # 1031,Australia,West Indies,West Indies,14 runs,Brisbane,"Jan 7, 1996"
ODI # 1032,Australia,Sri Lanka,Sri Lanka,3 wickets,Melbourne,"Jan 9, 1996"
ODI # 1033,South Africa,England,South Africa,6 runs,Cape Town,"Jan 9, 1996"
ODI # 1034,South Africa,England,England,5 wickets,Bloemfontein,"Jan 11, 1996"
ODI # 1035,Australia,Sri Lanka,Australia,83 runs,Perth,"Jan 12, 1996"
ODI # 1036,South Africa,England,South Africa,3 wickets,Johannesburg,"Jan 13, 1996"
ODI # 1037,Sri Lanka,West Indies,Sri Lanka,16 runs,Perth,"Jan 14, 1996"
ODI # 1038,South Africa,England,South Africa,7 wickets,Centurion,"Jan 14, 1996"
ODI # 1039,Australia,Sri Lanka,Sri Lanka,3 wickets,Melbourne,"Jan 16, 1996"
ODI # 1040,South Africa,England,South Africa,5 wickets,Durban,"Jan 17, 1996"
ODI # 1041,Australia,Sri Lanka,Australia,18 runs,Melbourne,"Jan 18, 1996"
ODI # 1042,South Africa,England,South Africa,14 runs,East London,"Jan 19, 1996"
ODI # 1043,Australia,Sri Lanka,Australia,9 runs,Sydney,"Jan 20, 1996"
ODI # 1044,South Africa,England,South Africa,64 runs,Port Elizabeth,"Jan 21, 1996"
ODI # 1045,New Zealand,Zimbabwe,New Zealand,74 runs,Auckland,"Jan 28, 1996"
ODI # 1046,New Zealand,Zimbabwe,New Zealand,6 wickets,Wellington,"Jan 31, 1996"
ODI # 1047,New Zealand,Zimbabwe,Zimbabwe,21 runs,Napier,"Feb 3, 1996"
ODI # 1048,England,New Zealand,New Zealand,11 runs,Ahmedabad,"Feb 14, 1996"
ODI # 1049,South Africa,U.A.E.,South Africa,169 runs,Rawalpindi,"Feb 16, 1996"
ODI # 1050,West Indies,Zimbabwe,West Indies,6 wickets,Hyderabad (Deccan),"Feb 16, 1996"
ODI # 1051,Netherlands,New Zealand,New Zealand,119 runs,Vadodara,"Feb 17, 1996"
ODI # 1052,India,Kenya,India,7 wickets,Cuttack,"Feb 18, 1996"
ODI # 1053,England,U.A.E.,England,8 wickets,Peshawar,"Feb 18, 1996"
ODI # 1054,New Zealand,South Africa,South Africa,5 wickets,Faisalabad,"Feb 20, 1996"
ODI # 1055,Sri Lanka,Zimbabwe,Sri Lanka,6 wickets,Colombo (SSC),"Feb 21, 1996"
ODI # 1056,India,West Indies,India,5 wickets,Gwalior,"Feb 21, 1996"
ODI # 1057,England,Netherlands,England,49 runs,Peshawar,"Feb 22, 1996"
ODI # 1058,Australia,Kenya,Australia,97 runs,Visakhapatnam,"Feb 23, 1996"
ODI # 1059,Pakistan,U.A.E.,Pakistan,9 wickets,Gujranwala,"Feb 24, 1996"
ODI # 1060,England,South Africa,South Africa,78 runs,Rawalpindi,"Feb 25, 1996"
ODI # 1061,Kenya,Zimbabwe,no result,,Patna,"Feb 26, 1996"
ODI # 1062,Pakistan,Netherlands,Pakistan,8 wickets,Lahore,"Feb 26, 1996"
ODI # 1063,Kenya,Zimbabwe,Zimbabwe,5 wickets,Patna,"Feb 27, 1996"
ODI # 1064,New Zealand,U.A.E.,New Zealand,109 runs,Faisalabad,"Feb 27, 1996"
ODI # 1065,India,Australia,Australia,16 runs,Mumbai,"Feb 27, 1996"
ODI # 1066,Kenya,West Indies,Kenya,73 runs,Pune,"Feb 29, 1996"
ODI # 1067,Pakistan,South Africa,South Africa,5 wickets,Karachi,"Feb 29, 1996"
ODI # 1068,Australia,Zimbabwe,Australia,8 wickets,Nagpur,"Mar 1, 1996"
ODI # 1069,Netherlands,U.A.E.,U.A.E.,7 wickets,Lahore,"Mar 1, 1996"
ODI # 1070,India,Sri Lanka,Sri Lanka,6 wickets,Delhi,"Mar 2, 1996"
ODI # 1071,Pakistan,England,Pakistan,7 wickets,Karachi,"Mar 3, 1996"
ODI # 1072,Australia,West Indies,West Indies,4 wickets,Jaipur,"Mar 4, 1996"
ODI # 1073,Netherlands,South Africa,South Africa,160 runs,Rawalpindi,"Mar 5, 1996"
ODI # 1075,India,Zimbabwe,India,40 runs,Kanpur,"Mar 6, 1996"
ODI # 1074,Sri Lanka,Kenya,Sri Lanka,144 runs,Kandy,"Mar 6, 1996"
ODI # 1076,Pakistan,New Zealand,Pakistan,46 runs,Lahore,"Mar 6, 1996"
ODI # 1077,England,Sri Lanka,Sri Lanka,5 wickets,Faisalabad,"Mar 9, 1996"
ODI # 1078,India,Pakistan,India,39 runs,Bengaluru,"Mar 9, 1996"
ODI # 1079,South Africa,West Indies,West Indies,19 runs,Karachi,"Mar 11, 1996"
ODI # 1080,Australia,New Zealand,Australia,6 wickets,Chennai,"Mar 11, 1996"
ODI # 1081,India,Sri Lanka,Sri Lanka,,Kolkata,"Mar 13, 1996"
ODI # 1082,Australia,West Indies,Australia,5 runs,Mohali,"Mar 14, 1996"
ODI # 1083,Australia,Sri Lanka,Sri Lanka,7 wickets,Lahore,"Mar 17, 1996"
ODI # 1084,West Indies,New Zealand,West Indies,1 wicket,Kingston,"Mar 26, 1996"
ODI # 1085,West Indies,New Zealand,New Zealand,4 wickets,Port of Spain,"Mar 29, 1996"
ODI # 1086,West Indies,New Zealand,West Indies,7 wickets,Port of Spain,"Mar 30, 1996"
ODI # 1087,Pakistan,Sri Lanka,no result,,Singapore,"Apr 1, 1996"
ODI # 1088,Pakistan,Sri Lanka,Sri Lanka,34 runs,Singapore,"Apr 2, 1996"
ODI # 1089,India,Sri Lanka,India,12 runs,Singapore,"Apr 3, 1996"
ODI # 1090,West Indies,New Zealand,New Zealand,4 runs,Georgetown,"Apr 3, 1996"
ODI # 1091,India,Pakistan,Pakistan,8 wickets,Singapore,"Apr 5, 1996"
ODI # 1092,West Indies,New Zealand,West Indies,7 wickets,Kingstown,"Apr 6, 1996"
ODI # 1093,Pakistan,Sri Lanka,Pakistan,43 runs,Singapore,"Apr 7, 1996"
ODI # 1094,India,Pakistan,Pakistan,38 runs,Sharjah,"Apr 12, 1996"
ODI # 1095,Pakistan,South Africa,South Africa,143 runs,Sharjah,"Apr 13, 1996"
ODI # 1096,West Indies,Sri Lanka,Sri Lanka,35 runs,Port of Spain,"Apr 13, 1996"
ODI # 1097,India,South Africa,South Africa,80 runs,Sharjah,"Apr 14, 1996"
ODI # 1098,India,Pakistan,India,28 runs,Sharjah,"Apr 15, 1996"
ODI # 1099,Pakistan,South Africa,South Africa,8 wickets,Sharjah,"Apr 16, 1996"
ODI # 1100,India,South Africa,South Africa,5 wickets,Sharjah,"Apr 17, 1996"
ODI # 1101,India,South Africa,South Africa,38 runs,Sharjah,"Apr 19, 1996"
ODI # 1102,England,India,no result,,The Oval,"May 23-24, 1996"
ODI # 1103,England,India,England,6 wickets,Leeds,"May 25, 1996"
ODI # 1104,England,India,England,4 wickets,Manchester,"May 26-27, 1996"
ODI # 1105,Australia,Zimbabwe,Australia,125 runs,Colombo (RPS),"Aug 26, 1996"
ODI # 1106,Sri Lanka,India,Sri Lanka,9 wickets,Colombo (RPS),"Aug 28, 1996"
ODI # 1107,England,Pakistan,England,5 wickets,Manchester,"Aug 29, 1996"
ODI # 1108,Sri Lanka,Australia,Sri Lanka,4 wickets,Colombo (RPS),"Aug 30, 1996"
ODI # 1109,England,Pakistan,England,107 runs,Birmingham,"Aug 31, 1996"
ODI # 1110,India,Zimbabwe,India,7 wickets,Colombo (SSC),"Sep 1, 1996"
ODI # 1111,England,Pakistan,Pakistan,2 wickets,Nottingham,"Sep 1, 1996"
ODI # 1112,Sri Lanka,Zimbabwe,Sri Lanka,6 wickets,Colombo (SSC),"Sep 3, 1996"
ODI # 1113,Australia,India,Australia,3 wickets,Colombo (SSC),"Sep 6, 1996"
ODI # 1114,Sri Lanka,Australia,Sri Lanka,50 runs,Colombo (RPS),"Sep 7, 1996"
ODI # 1115,India,Pakistan,India,8 wickets,Toronto,"Sep 16, 1996"
ODI # 1116,India,Pakistan,Pakistan,2 wickets,Toronto,"Sep 17, 1996"
ODI # 1117,India,Pakistan,India,55 runs,Toronto,"Sep 18, 1996"
ODI # 1118,India,Pakistan,Pakistan,97 runs,Toronto,"Sep 21, 1996"
ODI # 1119,India,Pakistan,Pakistan,52 runs,Toronto,"Sep 23, 1996"
ODI # 1120,Kenya,Sri Lanka,Sri Lanka,7 wickets,Nairobi (Gym),"Sep 28, 1996"
ODI # 1121,Pakistan,South Africa,South Africa,62 runs,Nairobi (Gym),"Sep 29, 1996"
ODI # 1122,South Africa,Sri Lanka,Sri Lanka,2 wickets,Nairobi (Club),"Oct 1, 1996"
ODI # 1123,Kenya,Pakistan,Pakistan,4 wickets,Nairobi (Aga),"Oct 2, 1996"
ODI # 1124,Kenya,South Africa,South Africa,202 runs,Nairobi (Gym),"Oct 3, 1996"
ODI # 1125,Pakistan,Sri Lanka,Pakistan,82 runs,Nairobi (Gym),"Oct 4, 1996"
ODI # 1126,Pakistan,South Africa,South Africa,7 wickets,Nairobi (Gym),"Oct 6, 1996"
ODI # 1127,India,South Africa,South Africa,47 runs,Hyderabad (Deccan),"Oct 17, 1996"
ODI # 1128,Australia,South Africa,South Africa,7 wickets,Indore,"Oct 19, 1996"
ODI # 1129,India,Australia,India,2 wickets,Bengaluru,"Oct 21, 1996"
ODI # 1130,India,South Africa,South Africa,27 runs,Jaipur,"Oct 23, 1996"
ODI # 1131,Australia,South Africa,South Africa,2 wickets,Faridabad,"Oct 25, 1996"
ODI # 1132,India,South Africa,South Africa,5 wickets,Rajkot,"Oct 29, 1996"
ODI # 1133,Pakistan,Zimbabwe,Pakistan,3 wickets,Quetta,"Oct 30, 1996"
ODI # 1134,Australia,South Africa,South Africa,8 wickets,Guwahati,"Nov 1, 1996"
ODI # 1135,Pakistan,Zimbabwe,Pakistan,9 wickets,Lahore,"Nov 1, 1996"
ODI # 1136,Pakistan,Zimbabwe,Pakistan,78 runs,Peshawar,"Nov 3, 1996"
ODI # 1137,India,Australia,India,5 runs,Mohali,"Nov 3, 1996"
ODI # 1138,India,South Africa,India,35 runs,Mumbai,"Nov 6, 1996"
ODI # 1139,New Zealand,Sri Lanka,New Zealand,29 runs,Sharjah,"Nov 7, 1996"
ODI # 1140,Pakistan,Sri Lanka,Sri Lanka,75 runs,Sharjah,"Nov 8, 1996"
ODI # 1141,New Zealand,Pakistan,Pakistan,4 wickets,Sharjah,"Nov 10, 1996"
ODI # 1142,New Zealand,Sri Lanka,tied,,Sharjah,"Nov 11, 1996"
ODI # 1143,Pakistan,Sri Lanka,Pakistan,8 wickets,Sharjah,"Nov 12, 1996"
ODI # 1144,New Zealand,Pakistan,Pakistan,4 wickets,Sharjah,"Nov 13, 1996"
ODI # 1145,New Zealand,Pakistan,Pakistan,41 runs,Sharjah,"Nov 15, 1996"
ODI # 1146,Pakistan,New Zealand,Pakistan,11 runs,Gujranwala,"Dec 4, 1996"
ODI # 1147,Australia,West Indies,Australia,5 wickets,Melbourne,"Dec 6, 1996"
ODI # 1148,Pakistan,New Zealand,Pakistan,46 runs,Sialkot,"Dec 6, 1996"
ODI # 1149,Australia,West Indies,Australia,8 wickets,Sydney,"Dec 8, 1996"
ODI # 1150,Pakistan,New Zealand,New Zealand,7 wickets,Karachi,"Dec 8, 1996"
ODI # 1151,India,South Africa,India,74 runs,Mumbai,"Dec 14, 1996"
ODI # 1152,Australia,Pakistan,Pakistan,12 runs,Adelaide,"Dec 15, 1996"
ODI # 1153,Zimbabwe,England,Zimbabwe,2 wickets,Bulawayo,"Dec 15, 1996"
ODI # 1154,Pakistan,West Indies,West Indies,7 wickets,Adelaide,"Dec 17, 1996"
ODI # 1155,Australia,Pakistan,Pakistan,4 wickets,Sydney,"Jan 1, 1997"
ODI # 1156,Zimbabwe,England,Zimbabwe,7 runs,Harare,"Jan 1, 1997"
ODI # 1157,Pakistan,West Indies,West Indies,6 wickets,Brisbane,"Jan 3, 1997"
ODI # 1158,Zimbabwe,England,Zimbabwe,131 runs,Harare,"Jan 3, 1997"
ODI # 1159,Australia,West Indies,West Indies,7 wickets,Brisbane,"Jan 5, 1997"
ODI # 1160,Australia,Pakistan,Pakistan,29 runs,Hobart,"Jan 7, 1997"
ODI # 1161,Pakistan,West Indies,West Indies,5 wickets,Perth,"Jan 10, 1997"
ODI # 1162,Australia,West Indies,West Indies,4 wickets,Perth,"Jan 12, 1997"
ODI # 1163,Pakistan,West Indies,Pakistan,8 wickets,Sydney,"Jan 14, 1997"
ODI # 1164,Australia,Pakistan,Australia,3 wickets,Melbourne,"Jan 16, 1997"
ODI # 1165,Pakistan,West Indies,Pakistan,4 wickets,Sydney,"Jan 18, 1997"
ODI # 1166,Pakistan,West Indies,Pakistan,62 runs,Melbourne,"Jan 20, 1997"
ODI # 1167,South Africa,India,South Africa,39 runs,Bloemfontein,"Jan 23, 1997"
ODI # 1168,South Africa,Zimbabwe,South Africa,5 wickets,Centurion,"Jan 25, 1997"
ODI # 1169,India,Zimbabwe,tied,,Paarl,"Jan 27, 1997"
ODI # 1170,South Africa,Zimbabwe,South Africa,5 wickets,Cape Town,"Jan 29, 1997"
ODI # 1171,South Africa,Zimbabwe,South Africa,4 wickets,Johannesburg,"Jan 31, 1997"
ODI # 1172,South Africa,India,South Africa,6 wickets,Port Elizabeth,"Feb 2, 1997"
ODI # 1173,South Africa,India,South Africa,6 wickets,East London,"Feb 4, 1997"
ODI # 1174,India,Zimbabwe,Zimbabwe,3 wickets,Centurion,"Feb 7, 1997"
ODI # 1175,India,Zimbabwe,India,6 wickets,Benoni,"Feb 9, 1997"
ODI # 1176,South Africa,India,no result,,Durban,"Feb 12, 1997"
ODI # 1177,South Africa,India,South Africa,17 runs,Durban,"Feb 13, 1997"
ODI # 1178,Zimbabwe,India,Zimbabwe,8 wickets,Bulawayo,"Feb 15, 1997"
ODI # 1179,New Zealand,England,England,4 wickets,Christchurch,"Feb 20, 1997"
ODI # 1180,New Zealand,England,England,6 wickets,Auckland,"Feb 23, 1997"
ODI # 1181,New Zealand,England,tied,,Napier,"Feb 26, 1997"
ODI # 1182,New Zealand,England,New Zealand,9 runs,Auckland,"Mar 2, 1997"
ODI # 1183,New Zealand,England,New Zealand,28 runs,Wellington,"Mar 4, 1997"
ODI # 1184,New Zealand,Sri Lanka,Sri Lanka,6 wickets,Christchurch,"Mar 25, 1997"
ODI # 1185,New Zealand,Sri Lanka,New Zealand,69 runs,Wellington,"Mar 27, 1997"
ODI # 1186,South Africa,Australia,South Africa,6 wickets,East London,"Mar 29, 1997"
ODI # 1187,South Africa,Australia,Australia,7 wickets,Port Elizabeth,"Mar 31, 1997"
ODI # 1188,South Africa,Australia,South Africa,46 runs,Cape Town,"Apr 2, 1997"
ODI # 1189,Sri Lanka,Zimbabwe,Sri Lanka,7 wickets,Sharjah,"Apr 3, 1997"
ODI # 1190,Pakistan,Sri Lanka,Sri Lanka,19 runs,Sharjah,"Apr 4, 1997"
ODI # 1191,South Africa,Australia,Australia,15 runs,Durban,"Apr 5, 1997"
ODI # 1192,Pakistan,Zimbabwe,Pakistan,93 runs,Sharjah,"Apr 6, 1997"
ODI # 1193,Pakistan,Sri Lanka,Sri Lanka,51 runs,Sharjah,"Apr 7, 1997"
ODI # 1194,Sri Lanka,Zimbabwe,Zimbabwe,50 runs,Sharjah,"Apr 8, 1997"
ODI # 1195,South Africa,Australia,Australia,8 runs,Johannesburg,"Apr 8, 1997"
ODI # 1196,Pakistan,Zimbabwe,Pakistan,32 runs,Sharjah,"Apr 9, 1997"
ODI # 1197,South Africa,Australia,Australia,5 wickets,Centurion,"Apr 10, 1997"
ODI # 1198,Pakistan,Sri Lanka,Sri Lanka,4 wickets,Sharjah,"Apr 11, 1997"
ODI # 1199,South Africa,Australia,South Africa,109 runs,Bloemfontein,"Apr 13, 1997"
ODI # 1200,West Indies,India,West Indies,8 wickets,Port of Spain,"Apr 26, 1997"
ODI # 1201,West Indies,India,India,10 wickets,Port of Spain,"Apr 27, 1997"
ODI # 1202,West Indies,India,West Indies,18 runs,Kingstown,"Apr 30, 1997"
ODI # 1203,West Indies,India,West Indies,10 wickets,Bridgetown,"May 3, 1997"
ODI # 1204,New Zealand,Pakistan,New Zealand,22 runs,Mohali,"May 9, 1997"
ODI # 1205,Pakistan,Sri Lanka,Pakistan,30 runs,Gwalior,"May 12, 1997"
ODI # 1206,India,New Zealand,India,8 wickets,Bengaluru,"May 14, 1997"
ODI # 1207,India,Sri Lanka,Sri Lanka,5 wickets,Mumbai,"May 17, 1997"
ODI # 1208,New Zealand,Sri Lanka,Sri Lanka,52 runs,Hyderabad (Deccan),"May 20, 1997"
ODI # 1209,India,Pakistan,Pakistan,35 runs,Chennai,"May 21, 1997"
ODI # 1210,England,Australia,England,6 wickets,Leeds,"May 22, 1997"
ODI # 1212,Pakistan,Sri Lanka,Sri Lanka,115 runs,Mohali,"May 24, 1997"
ODI # 1211,England,Australia,England,6 wickets,The Oval,"May 24, 1997"
ODI # 1213,England,Australia,England,6 wickets,Lord's,"May 25, 1997"
ODI # 1214,Pakistan,Sri Lanka,Sri Lanka,85 runs,Kolkata,"May 27, 1997"
ODI # 1215,West Indies,Sri Lanka,West Indies,35 runs,Port of Spain,"Jun 6, 1997"
ODI # 1216,Sri Lanka,Pakistan,Sri Lanka,15 runs,Colombo (RPS),"Jul 14, 1997"
ODI # 1217,Bangladesh,Pakistan,Pakistan,109 runs,Colombo (RPS),"Jul 16, 1997"
ODI # 1218,Sri Lanka,India,Sri Lanka,6 wickets,Colombo (RPS),"Jul 18, 1997"
ODI # 1219,India,Pakistan,no result,,Colombo (SSC),"Jul 20, 1997"
ODI # 1220,Sri Lanka,Bangladesh,Sri Lanka,103 runs,Colombo (SSC),"Jul 22, 1997"
ODI # 1221,Bangladesh,India,India,9 wickets,Colombo (SSC),"Jul 24, 1997"
ODI # 1222,Sri Lanka,India,Sri Lanka,8 wickets,Colombo (RPS),"Jul 26, 1997"
ODI # 1223,Sri Lanka,India,Sri Lanka,2 runs,Colombo (RPS),"Aug 17, 1997"
ODI # 1224,Sri Lanka,India,Sri Lanka,7 wickets,Colombo (RPS),"Aug 20, 1997"
ODI # 1225,Sri Lanka,India,no result,,Colombo (SSC),"Aug 23, 1997"
ODI # 1226,Sri Lanka,India,Sri Lanka,9 runs,Colombo (SSC),"Aug 24, 1997"
ODI # 1227,India,Pakistan,India,20 runs,Toronto,"Sep 13, 1997"
ODI # 1228,India,Pakistan,India,7 wickets,Toronto,"Sep 14, 1997"
ODI # 1229,India,Pakistan,no result,,Toronto,"Sep 17, 1997"
ODI # 1230,India,Pakistan,India,34 runs,Toronto,"Sep 18, 1997"
ODI # 1231,India,Pakistan,India,7 wickets,Toronto,"Sep 20, 1997"
ODI # 1232,India,Pakistan,Pakistan,5 wickets,Toronto,"Sep 21, 1997"
ODI # 1233,Pakistan,India,Pakistan,5 wickets,Hyderabad (Sind),"Sep 28, 1997"
ODI # 1234,Pakistan,India,India,4 wickets,Karachi,"Sep 30, 1997"
ODI # 1235,Zimbabwe,New Zealand,tied,,Bulawayo,"Oct 1, 1997"
ODI # 1236,Pakistan,India,Pakistan,9 wickets,Lahore,"Oct 2, 1997"
ODI # 1237,Zimbabwe,New Zealand,Zimbabwe,3 wickets,Harare,"Oct 4, 1997"
ODI # 1238,Zimbabwe,New Zealand,New Zealand,83 runs,Harare,"Oct 5, 1997"
ODI # 1239,Kenya,Bangladesh,Kenya,150 runs,Nairobi (Gym),"Oct 10, 1997"
ODI # 1240,Bangladesh,Zimbabwe,Zimbabwe,48 runs,Nairobi (Gym),"Oct 11, 1997"
ODI # 1241,Kenya,Zimbabwe,Zimbabwe,6 wickets,Nairobi (Gym),"Oct 12, 1997"
ODI # 1242,Bangladesh,Zimbabwe,Zimbabwe,192 runs,Nairobi (Aga),"Oct 14, 1997"
ODI # 1243,Kenya,Bangladesh,Kenya,8 wickets,Nairobi (Aga),"Oct 15, 1997"
ODI # 1244,Kenya,Zimbabwe,Zimbabwe,7 wickets,Nairobi (Aga),"Oct 16, 1997"
ODI # 1245,Kenya,Zimbabwe,Zimbabwe,83 runs,Nairobi (Gym),"Oct 18, 1997"
ODI # 1246,Kenya,Zimbabwe,Zimbabwe,82 runs,Nairobi (Gym),"Oct 19, 1997"
ODI # 1247,Sri Lanka,West Indies,Sri Lanka,7 wickets,Lahore,"Nov 1, 1997"
ODI # 1248,Pakistan,South Africa,South Africa,9 runs,Lahore,"Nov 2, 1997"
ODI # 1249,South Africa,West Indies,South Africa,5 wickets,Lahore,"Nov 3, 1997"
ODI # 1250,Pakistan,West Indies,Pakistan,8 wickets,Lahore,"Nov 4, 1997"
ODI # 1251,Pakistan,Sri Lanka,Sri Lanka,8 wickets,Lahore,"Nov 5, 1997"
ODI # 1252,South Africa,Sri Lanka,South Africa,66 runs,Lahore,"Nov 6, 1997"
ODI # 1253,South Africa,Sri Lanka,South Africa,4 wickets,Lahore,"Nov 8, 1997"
ODI # 1254,Australia,South Africa,South Africa,67 runs,Sydney,"Dec 4, 1997"
ODI # 1255,New Zealand,South Africa,New Zealand,47 runs,Adelaide,"Dec 6, 1997"
ODI # 1256,Australia,New Zealand,Australia,3 wickets,Adelaide,"Dec 7, 1997"
ODI # 1257,Australia,South Africa,South Africa,45 runs,Melbourne,"Dec 9, 1997"
ODI # 1258,New Zealand,South Africa,South Africa,1 run,Hobart,"Dec 11, 1997"
ODI # 1259,England,India,England,7 runs,Sharjah,"Dec 11, 1997"
ODI # 1260,Pakistan,West Indies,West Indies,43 runs,Sharjah,"Dec 12, 1997"
ODI # 1261,England,West Indies,England,4 wickets,Sharjah,"Dec 13, 1997"
ODI # 1262,India,Pakistan,Pakistan,4 wickets,Sharjah,"Dec 14, 1997"
ODI # 1263,England,Pakistan,England,8 runs,Sharjah,"Dec 15, 1997"
ODI # 1264,India,West Indies,West Indies,41 runs,Sharjah,"Dec 16, 1997"
ODI # 1265,Australia,New Zealand,Australia,6 wickets,Melbourne,"Dec 17, 1997"
ODI # 1266,England,West Indies,England,3 wickets,Sharjah,"Dec 19, 1997"
ODI # 1267,India,Sri Lanka,India,7 wickets,Guwahati,"Dec 22, 1997"
ODI # 1268,India,Sri Lanka,no result,,Indore,"Dec 25, 1997"
ODI # 1269,India,Sri Lanka,Sri Lanka,5 wickets,Margao,"Dec 28, 1997"
ODI # 1270,New Zealand,South Africa,South Africa,2 runs,Brisbane,"Jan 9, 1998"
ODI # 1271,Bangladesh,India,India,4 wickets,Dhaka,"Jan 10, 1998"
ODI # 1273,India,Pakistan,India,18 runs,Dhaka,"Jan 11, 1998"
ODI # 1272,Australia,South Africa,South Africa,5 wickets,Brisbane,"Jan 11, 1998"
ODI # 1274,Bangladesh,Pakistan,Pakistan,9 wickets,Dhaka,"Jan 12, 1998"
ODI # 1276,India,Pakistan,India,8 wickets,Dhaka,"Jan 14, 1998"
ODI # 1275,Australia,New Zealand,Australia,131 runs,Sydney,"Jan 14, 1998"
ODI # 1277,India,Pakistan,Pakistan,6 wickets,Dhaka,"Jan 16, 1998"
ODI # 1278,New Zealand,South Africa,South Africa,67 runs,Perth,"Jan 16, 1998"
ODI # 1279,India,Pakistan,India,3 wickets,Dhaka,"Jan 18, 1998"
ODI # 1280,Australia,South Africa,South Africa,7 wickets,Perth,"Jan 18, 1998"
ODI # 1281,Australia,New Zealand,New Zealand,4 wickets,Melbourne,"Jan 21, 1998"
ODI # 1282,Sri Lanka,Zimbabwe,Sri Lanka,5 wickets,Colombo (SSC),"Jan 22, 1998"
ODI # 1283,Australia,South Africa,South Africa,6 runs,Melbourne,"Jan 23, 1998"
ODI # 1284,Sri Lanka,Zimbabwe,Sri Lanka,5 wickets,Colombo (RPS),"Jan 24, 1998"
ODI # 1285,Australia,South Africa,Australia,7 wickets,Sydney,"Jan 26, 1998"
ODI # 1286,Sri Lanka,Zimbabwe,Sri Lanka,4 wickets,Colombo (SSC),"Jan 26, 1998"
ODI # 1287,Australia,South Africa,Australia,14 runs,Sydney,"Jan 27, 1998"
ODI # 1288,New Zealand,Zimbabwe,New Zealand,40 runs,Hamilton,"Feb 4, 1998"
ODI # 1289,New Zealand,Zimbabwe,New Zealand,8 wickets,Wellington,"Feb 6, 1998"
ODI # 1290,New Zealand,Australia,Australia,7 wickets,Christchurch,"Feb 8, 1998"
ODI # 1291,New Zealand,Australia,Australia,66 runs,Wellington,"Feb 10, 1998"
ODI # 1292,New Zealand,Australia,New Zealand,7 wickets,Napier,"Feb 12, 1998"
ODI # 1293,New Zealand,Australia,New Zealand,30 runs,Auckland,"Feb 14, 1998"
ODI # 1294,New Zealand,Zimbabwe,Zimbabwe,1 run,Christchurch,"Mar 4, 1998"
ODI # 1295,New Zealand,Zimbabwe,New Zealand,9 wickets,Napier,"Mar 6, 1998"
